"Title","ID","Created Date","Updated Date","Owner","performanceFeature","index"
"Low weight Neodymium magnets throughout","76b00e64-7c0a-42ba-a3e1-1bf03f38e173",2024-04-02T17:34:37Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d6d8c1af-2148-4d9d-9e97-d6d4b657174b",2
"Evo 7EH and Evo 7SH mid-high versions also available","7701bbd1-2f2f-410a-b7b2-df2cd4c7fb64",2024-04-02T17:34:37Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d0278070-0a4b-45e1-834e-ff9b1aa60442",4
"Dynamic audio presentation with excellent stereo imaging","77151f97-1ba6-42d4-8f76-0879ba8c87bf",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","029c332f-ac11-48f4-b4f7-8f10789b4533",5
"M20 threaded pole mount plate and wheels optional","773e08b3-f965-43dd-8e63-d408be250ce8",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","294b9644-a271-405f-9978-f596cfbf6c69",4
"Funktion-One designed drivers","775de445-5bf2-447a-ba11-621b9bfbc831",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","5598292f-89e0-4f16-9cd0-20f994e78402",6
"Wide and even dispersion","77738730-1c44-4af8-97d6-490dd62db618",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","aeecfece-9dc7-4ce4-88f3-3cc45ccab8aa",4
"Corner version also available","77f60132-dc51-4c6c-92bd-c4bb1be9901a",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","4f502ccf-f30a-4d1b-9685-4918489fb391",6
"Wide dispersion","78bb6c8c-9b6a-40a0-a325-784f3eb65f33",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ab0662af-e3f6-4021-a68b-ef64eed1879c",2
"Increases efficiency, directivity and projection of a pair of Infrabass (extra 10 dB at 33Hz)","7a988724-27c7-4830-9dd1-f7ab0d9d4e69",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","7abd34a0-bab7-4354-b07f-0e473dfa3190",1
"Choice of motorised or static fly beams","7ae67206-7ca8-4dc7-a9e3-958d45a07275",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d2830769-c521-43f2-8e1a-0ca73ad65023",4
"Exceptional speech intelligibility","7bdd0bda-c9dd-4727-971d-de851b6aaa61",2024-04-02T17:34:37Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","5ddd4291-a46a-4e46-92dc-282995149447",3
"Minimalist passive crossover design for maximum resolution","7c364dab-6ddf-493c-bc73-6da97c9d7fbe",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","dc98e784-fe2c-4649-9951-f44a2acb8b5c",2
"Optional wheels","7cc220e7-83ce-479a-bece-67b8853e409c",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d8bb19ea-3ae8-490e-9206-b844538573b3",5
"M20 threaded pole mount plate supplied as standard","7db6c245-61cc-4e34-bd43-9cde168e8965",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","faa6cf54-5225-46eb-9884-e35147d1d8a0",4
"Metalwork allows for close wall or ceiling mounting","7e2b6333-17f9-44fa-853a-6dd14e5c1f9c",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ab0662af-e3f6-4021-a68b-ef64eed1879c",3
"Construction 15mm Birch Ply","7ee8a89e-e365-4f74-b1bf-e65e7c89cbd8",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","08c94283-b1b5-4b6f-8a4b-cb415e224823",3
"Weather-resistant version available","81598e13-8e75-441f-ab5a-33e0d232d032",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ef6f25ae-9f89-4d11-b721-35c398242366",2
"Controlled and even dispersion","81a4938a-a88b-45e4-ae34-7ac481fa79a4",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ef6f25ae-9f89-4d11-b721-35c398242366",3
"Various mounting/rigging options (yoke, wall bracket)","81e96186-1210-47a0-882e-f1750cad40aa",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","26a9ed9d-e93f-4550-a950-ae147f1027df",4
"Weather resistant, IP55 version available","847a6a08-e409-4862-85ac-505e5666dc9b",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c9250358-5951-404d-8b0d-7733561914c4",6
"Wide and consistent horizontal dispersion","84c77e29-e58a-487e-88b9-a41bf01a49fc",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d2830769-c521-43f2-8e1a-0ca73ad65023",5
"Wide bandwidth with low distortion","855c77e6-6ce5-40ee-9a30-b0447d99becf",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","0859b14b-d14f-4ac6-9e20-73ea4c0028c7",4
"Point source driver arrangement","8614d8b1-4d9b-4eff-90cc-440ccb64c3a9",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","cccafae6-517a-4d76-8c6a-33e268abc718",4
"Flying version available","86c203c1-5976-4516-9c2d-e601b73b82ba",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","9db95679-8e38-4d67-b83f-af26c80e987d",2
"Supplied with optional protective wheelboard","86f016c6-5634-4fc4-bd65-9051990aec34",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","0d1b6bf7-3c28-49a1-9c8e-183bce32e151",2
"Integral pole mount","870280ae-397c-40ea-87c6-28169077bde7",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","dc98e784-fe2c-4649-9951-f44a2acb8b5c",3
"Funktion-One designed drivers","8756f5a7-e3b4-43b4-a0b0-fe21d69768b3",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","9db95679-8e38-4d67-b83f-af26c80e987d",3
"Wide dispersion","87a269ce-b44a-4c2e-97f1-095d6e25d819",2024-04-02T17:34:37Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","5a7dda88-3e1e-42ae-9b1c-2e728f050374",2
"Optional wheelboard and sturdy grille for discreet appearance","8876c76d-c770-4246-8ae5-557dd44f1e9d",2024-04-02T17:34:37Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d0278070-0a4b-45e1-834e-ff9b1aa60442",5
"Optional throat grille, wheels & pole mount (M20 thread in lid or either side)","889a2aca-4777-47db-820f-999b7ff7901e",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","7dad19c3-7e47-4aa2-a59f-d6ec07dc3637",4
"Fully horn loaded for high efficiency","88f2a27d-67db-4548-8d66-beeec2f4ae99",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d25b3174-63dc-4ee0-914b-499fb4722628",2
"Optional 70/100V line transformer","8936a008-5af4-45ea-afec-55b4e029e7ce",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","26a9ed9d-e93f-4550-a950-ae147f1027df",5
"Flying version available","89e70582-07d2-4326-ac8e-54870d35348e",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","6db53c8a-4923-443f-8590-0b51538cf70f",2
"Optional wheels","8bfd65a6-8f5d-4181-a18d-c0f2eb53c176",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","8e8bdd23-8123-4360-8350-42d152d28b5a",5
"Three-way","8c38f688-7a35-447d-a908-310f11f882cf",2024-04-02T17:34:37Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d0278070-0a4b-45e1-834e-ff9b1aa60442",6
"Small yet powerful","8da74751-8781-4c84-b7a3-40fd5b7a78b0",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","cccafae6-517a-4d76-8c6a-33e268abc718",5
"Integral handles","8ed768b7-f15c-4bdf-9e6a-e0b14d4636a9",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ff5a364c-0e4a-4cb5-92d7-f3df5914c893",4
"Minimised sight line impact","8fda21eb-2fb6-4c44-8b02-a691f10904c6",2024-04-02T17:34:37Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c11b836b-523a-4907-857b-a82742187f99",4
"Powerful and convincing bass in a very small package","91a66872-1d68-4940-9c85-c2d16c29cc09",2024-04-02T17:34:37Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","634cc833-e3b8-4efa-86e7-6479244bedfa",2
"3/8' microphone stand mount","929fed89-7493-477c-a511-2b191a2fcb57",2024-04-02T17:34:35Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","26a9ed9d-e93f-4550-a950-ae147f1027df",6
"Construction 18mm birch plywood","92c24c08-80df-4ca2-bb9b-88198cd0d80d",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","291c265f-26ee-43e7-ab8c-8ee043f74ca2",3
"Proven loading design with latest tuning","9342f085-5f0f-4fc9-97df-7f862fbb8ec4",2024-04-02T17:34:36Z,2024-06-07T12:29:13Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","dabc38ca-00a7-487d-9de0-4a39bc684043",4
"Available in ultra-durable black PU coating or RALcode water based finishes","945af787-5774-4afa-938b-08aa2bf89bfd",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ff5a364c-0e4a-4cb5-92d7-f3df5914c893",5
"Fully horn loaded for high efficiency","9525d88a-e39c-47f3-9166-05b02e06351c",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d6d8c1af-2148-4d9d-9e97-d6d4b657174b",3
"Integral M10 flypoints","952e40dc-7dd5-461d-9d43-c9318caa4305",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","a30c8ab0-f0a7-4860-b952-62f506ebd2c7",4
"M20 threaded pole mount plate and wheels optional","953d0329-652b-4fa5-82e9-710752a0ae38",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","425c4ed5-cd28-4792-aa67-30d6e8691bdb",4
"Optional scrim for discrete appearance","9756adbf-401a-42d8-ad3e-e2731401a027",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","fe3ccc0d-5614-4566-b1e6-d2b116e9d884",4
"Full range, stand alone enclosure","994ea2d1-e580-4e12-8a5c-86ca2144fddd",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","53864004-4a41-49fa-bc1f-ef71d7e3fd63",2
"Funktion-One designed drivers","9a37330a-f448-4cd4-b607-101bd87c3add",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","53864004-4a41-49fa-bc1f-ef71d7e3fd63",3
"100V Line version available","9b12c4d5-8d12-4873-8d38-6a4a5762de48",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","5ddd4291-a46a-4e46-92dc-282995149447",4
"Weather resistant IP55 version available","9b3d1152-cf14-4591-b07f-a53b62d71438",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c1baec55-9e22-4b38-b580-da2ee62895eb",5
"Funktion-One designed composite cone technology","9b768171-1e7b-4d18-8112-c81363850af3",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","9d8c36ef-5269-422f-a28b-eb5b1b817e19",4
"Available in ultra durable black PU coating or classic Funktion-One violet finish","9d54a302-a8ac-4f2f-9bed-e6b2ec96c4ee",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","e55d797b-4926-4d46-b43e-267f56b6c92a",2
"Impressive 104dB sensitivity between 60Hz - 160Hz","9df6962f-4eb8-411f-8536-a7b039f884a9",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","57eb776d-f43d-4d40-8e4c-2bbd2d20ec1b",2
"Fully horn loaded for high efficiency","9eb5f466-1163-403c-bc08-9c7fd455aaf0",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","fe3ccc0d-5614-4566-b1e6-d2b116e9d884",5
"Forms the high-mid section of our Dance Stack® systems","9f06386b-02b8-4183-866a-ca6339476745",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","9db95679-8e38-4d67-b83f-af26c80e987d",4
"M6 rigging points","9f4463e6-730f-4d60-abd2-ac455d2c7f02",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","1fa40b7b-0c07-49cd-82b4-a50f1aaed8cb",4
"Choice of speakON NL4 or Phoenix connectors","9f613a5f-8d29-49fb-b528-051d51e681fd",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","aeecfece-9dc7-4ce4-88f3-3cc45ccab8aa",5
"Funktion-One designed composite cone technology","9f77352a-6f03-4ffe-bd44-7c7fbf7093d5",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ff5a364c-0e4a-4cb5-92d7-f3df5914c893",6
"Pairs with DS210 or Evo SH","a03f0035-1275-423c-9c40-81c4f3c72ec1",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","6db53c8a-4923-443f-8590-0b51538cf70f",3
"Integrated flying and ground-stack system","a0424967-fdfb-43a3-9a34-00767477e8fa",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d5828231-7903-49dc-a66b-336be43c982a",3
"Optional throat grilles","a057af25-a961-4b4b-85a9-03aa143cdb29",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","2429a46a-50e8-4653-ab14-784a2fc900d2",5
"100V line and fire retardant versions available","a0ee7943-a8de-4a9c-b7c8-675c28a77c44",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ef6f25ae-9f89-4d11-b721-35c398242366",4
"Waveguides rotatable through 180°","a11d35bd-c1b5-44c2-9fd9-6c5f7019b467",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","9db95679-8e38-4d67-b83f-af26c80e987d",5
"Evo 6SH skeletal version available","a20d8789-e460-4b77-864c-f331316beeea",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","4ef0ab5b-cc65-401f-862b-93fbce42fa9e",3
"No corrective EQ, preserving headroom","a22be63c-1f36-44f4-9c8c-8d95d866f3a8",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d2830769-c521-43f2-8e1a-0ca73ad65023",6
"Various mounting/rigging options (yoke, wall bracket)","a25aa178-0e5e-4203-b48e-8c78aad285ff",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c9250358-5951-404d-8b0d-7733561914c4",7
"Integrated flying and ground-stack system","a506d032-66a0-4043-a9a6-059cb70fb0ba",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d6d8c1af-2148-4d9d-9e97-d6d4b657174b",4
"Integral handles","a5ec03a2-e49a-4096-8c22-022a063c6600",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d8bb19ea-3ae8-490e-9206-b844538573b3",6
"Extremely well braced enclosure for clean bass performance","a65a78ad-9e55-4c73-8a81-8d65a1319d6a",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","294b9644-a271-405f-9978-f596cfbf6c69",5
"Optional grille and wheel board","a696921e-8ebc-4eb8-8e21-f14e9c779a42",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","e55d797b-4926-4d46-b43e-267f56b6c92a",3
"3/8' microphone stand mount","a7363896-f20f-4d99-bff9-d67584338e7b",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c9250358-5951-404d-8b0d-7733561914c4",8
"Dual NL4 and Phoenix connector combination as standard","a98cf5b1-aac4-4603-afb4-b01164e78616",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","dc98e784-fe2c-4649-9951-f44a2acb8b5c",4
"Available in ultra durable black PU coating or classic Funktion-One paint finish","aa27fff4-284e-4a7c-bb3f-80d325e0d5cc",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d8bb19ea-3ae8-490e-9206-b844538573b3",7
"Three-way bi-amped (passive HF)","aa6845ab-cdb8-449e-bb0e-94d73b675dcb",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","53864004-4a41-49fa-bc1f-ef71d7e3fd63",4
"Neodymium magnets","aa917309-3683-449c-91eb-4dc15b58a244",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","70816c8e-9ba3-4035-93ea-39f1751f6c82",3
"Optional pole mount / flying version available","aaa40b54-37b2-4406-ae20-a8b1e35e95ea",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c11b836b-523a-4907-857b-a82742187f99",5
"Construction 18mm birch plywood","aab8bac0-dfe8-4d2d-b799-d455d3917463",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","faa6cf54-5225-46eb-9884-e35147d1d8a0",5
"Integral handles","ab059228-c27c-41dc-a51b-3195aed448a0",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","dabc38ca-00a7-487d-9de0-4a39bc684043",5
"Normally fitted with length of tough PU sheathed cable","abb59714-6c7a-4b32-901c-a723c63fb577",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","5ddd4291-a46a-4e46-92dc-282995149447",5
"2 x Speakon NL4 Connectors","b0026952-3189-4538-8fb1-59e48bf85383",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","faa6cf54-5225-46eb-9884-e35147d1d8a0",6
"Fully horn loaded for high efficiency","b1256ae1-e820-401c-b1f8-a5901ebc21c9",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d0278070-0a4b-45e1-834e-ff9b1aa60442",7
"Complete range of flying and mounting options","b2322598-83b1-48b9-9c92-eeb678d8bc65",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","53864004-4a41-49fa-bc1f-ef71d7e3fd63",5
"Funktion-One designed Neodymium drivers","b5487aa9-ee51-4325-9ebd-16f5c0ecdbf5",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","edc3864a-8abc-4b8e-89fc-4d12adff6c6e",5
"Advanced Funktion-One loading","b5be83b8-7058-4870-b0ed-c036e7fb8667",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","add270f2-45ce-4e5e-96cd-26e690f6e009",4
"Fully horn-loaded for high efficiency","b5bf6cfb-b580-4054-aded-589ab630361e",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","0d1b6bf7-3c28-49a1-9c8e-183bce32e151",3
"Very low distortion","b7470eb1-6c4f-464e-aa15-9c856e4332e0",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","05fd1a86-406a-4230-9fdc-6693e2b17fc7",5
"Integral handles","b7ed4b84-5aa1-4504-8a70-18a5f3a8903d",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","9d8c36ef-5269-422f-a28b-eb5b1b817e19",5
"Unique patented design","b8073f27-0ff2-4380-8c5f-9cba2508212b",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c5531690-1ac9-4264-847a-0c0ab243b9ba",3
"Quick angle adjustment for different stage locations and DJ heights","b80c9419-c495-461b-8041-e1fac8b0ea65",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c11b836b-523a-4907-857b-a82742187f99",6
"Sturdy grills","b8259f9e-027d-4a19-83bc-2fbc8acec221",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c11b836b-523a-4907-857b-a82742187f99",7
"Rotatable mid-high waveguide for horizontal use","b8a9557a-659c-4517-96c3-839eeb571ef2",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","05fd1a86-406a-4230-9fdc-6693e2b17fc7",6
"Wide bandwidth 5” driver","b9605c71-5ad9-4db7-b33d-bdaf01dbdcac",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","26a9ed9d-e93f-4550-a950-ae147f1027df",7
"Excellent application versatility","b979d6ce-29a6-4944-a885-2b0c898e6936",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","57eb776d-f43d-4d40-8e4c-2bbd2d20ec1b",3
"M8 rigging points","b9a3efea-b77d-4db1-95f9-368f353f18e3",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","dc98e784-fe2c-4649-9951-f44a2acb8b5c",5
"Integral handles","ba780edb-408b-4124-9afe-c4d6ee587bf5",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","08c94283-b1b5-4b6f-8a4b-cb415e224823",4
"Funktion-One designed 15'' driver","bb19c1da-a22b-4c13-9056-34d8a771c584",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","6db53c8a-4923-443f-8590-0b51538cf70f",4
"New driver orientation provides improved cooling","bb2e0424-afd8-4973-bf95-a2bbfb8e1bf0",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","add270f2-45ce-4e5e-96cd-26e690f6e009",5
"No compression driver","bcc54198-bbae-4991-9123-94e32eddef96",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","aeecfece-9dc7-4ce4-88f3-3cc45ccab8aa",6
"New isophase diffraction HF waveguide technology","bcfa2a2c-522c-465d-9c2f-b64bd51f3ed2",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","5598292f-89e0-4f16-9cd0-20f994e78402",7
"Compact and manageable enclosures","bf785831-cdf1-44d2-bdd6-246dc06c45f6",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","291c265f-26ee-43e7-ab8c-8ee043f74ca2",4
"Funktion One designed 15'' driver","c0cb19e2-dbcf-4b30-ac98-283d03cdbef0",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c5531690-1ac9-4264-847a-0c0ab243b9ba",4
"Sturdy construction","c2197601-a0f3-4fd4-82fc-3f2f8f7adfe2",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","70816c8e-9ba3-4035-93ea-39f1751f6c82",4
"Dynamic audio presentation with excellent stereo imaging","c5637f1b-56e9-42bb-a6a1-dec75d7ee151",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","c342224e-a73f-4b22-a949-6eba1bf9f11f",5
"M10 flying & mounting points","c5f7b031-e502-487d-bc7b-58243b70902e",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","4ef0ab5b-cc65-401f-862b-93fbce42fa9e",4
"Funktion-One designed drivers","c96cb327-d9d7-4e9d-859c-a2abbdea805e",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d5828231-7903-49dc-a66b-336be43c982a",4
"High sensitivity/electroacoustic energy efficiency","ca678b5a-cf14-4210-8ef5-fe7b1f81d037",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","1fa40b7b-0c07-49cd-82b4-a50f1aaed8cb",5
"Isophase diffraction waveguide (HF) for coherent high frequency summation","cad9d37c-e8e5-4f95-9032-8960bdb8e964",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d2830769-c521-43f2-8e1a-0ca73ad65023",7
