"ID","Created Date","Updated Date","Owner","description","longDescription","imagePath","product"
"7d900ad2-8073-431d-90b8-d11944494160",2024-04-02T17:19:08Z,2024-04-02T17:19:08Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","F118 MkII is the single 18” version of the F218 offering a more compact horn-loaded enclosure. In common with the F218, the MKII version brings refined loading, improved heat dissipation and an updated driver specification.","It provides strong, well-defined, clean bass from a small and manageable package and can be supplied with an optional M20 threaded pole mount for use with a wide range of mid-high products including the F101, F1201, F88, R1 and R2SH. An installation version of the F118 MkII with flying points is also available, which can be used to provide bass extension to products such as the AX88.","https://images.prismic.io/funktion-one/cbac779c-a7ab-40fa-9400-4b5587c85de2_F118MKII_Website_Product.png?auto=compress,format&w=2304","3e7c3ead-b19e-4945-beb6-076aa98bbf5e"
"8854e13a-fcab-4597-b8bc-ba582974844c",2024-04-02T17:19:08Z,2024-04-02T17:19:08Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","F218 MkII is the latest iteration of Funktion-One’s long established and highly respected dual 18” bass enclosure.","It is the result of a holistic approach over many years of research and development into bass loading techniques. The evolved F218 MkII is highly regarded for its extreme robustness and delivery of tight, punchy, well defined clean bass from a relatively small and very manageable package. It has often been emulated but never equalled. The F218 brings refined loading, improved heat dissipation and an updated driver specification.","https://images.prismic.io/funktion-one/f296473d-2ce2-4d13-8e69-b56414805b46_F218+Mk2.png?auto=compress,format&w=2304","b93d36b5-7845-4150-917c-73fd00948940"
"8c22b2a7-78c4-49c7-a662-11c961e5f0ba",2024-04-02T17:19:09Z,2024-04-02T17:19:09Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","F221 delivers physicality with accuracy for truly involving musical experiences.","F221 is the proven choice for large scale events, with exceptionally high sensitivity and electroacoustic energy efficiency.F221 provides bass power and dynamics for large areas, typically requiring far fewer cabinets and amplifiers than an equivalent direct radiating bass array, resulting in significant reductions in power consumption and CO2 emissions.Equally suited to large mono bass stacks and broadside arrays, both conventional and cardioid. F221 cardioid arrays have up to 30dB rear rejection in optimal configurations.The ideal bass solution for Vero, VX and Evolution systems.","https://images.prismic.io/funktion-one/249c402a-accc-41b7-8f31-ef7c637d9f5b_F221.png?auto=compress,format&w=2304","fb0c27dc-ed86-4756-8192-fb02269af178"
"8c3ed87c-25cb-4feb-8fe4-f415dce4eae1",2024-04-02T17:19:09Z,2024-04-02T17:19:09Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","PSM318 DJ Monitor delivers outstanding full frequency output, accuracy and immediacy, setting a new benchmark for DJs looking for ultimate stage sound. ","It comprises a new double 18” bass reflex enclosure - providing very strong near-field sub-bass - with a separate triple concentric enclosure for the rest of the frequency spectrum. These two enclosures join with a clever quick-latch system to provide simple angle adjustment for different stage positions and DJ heights. The triple concentric arrangement of the bass reflex enclosure combines a very high power 18” driver with a coaxially mounted two-way compression driver. The natural materials used in the midrange section of the compression driver give previously unheard clarity and definition to the vocal range and the ultra-fast 18"" driver with its Neodymium magnet and 5” voice coil delivers excellent mid-bass definition. The overall design has been optimised to minimise sight line impact. These radical DJ monitors were first used at Space in Ibiza to widespread acclaim and have also recently been deployed in several ground-breaking clubs State-side as well as on the Ultra stage at the WMC in Miami and other leading Dance Events around the World.","https://images.prismic.io/funktion-one/e5f3fc8f-ad4d-412d-9ae9-915ac56cde3c_PS318_Website_ProductFeatured.png?auto=compress,format&w=2304","e3e1da97-3eb2-42f8-b80e-f5ec18089609"
"929f5d4d-2a0c-47b8-9c9a-c42c80052049",2024-04-02T17:19:08Z,2024-04-02T17:19:08Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","F55 is an ultra compact loudspeaker for applications requiring wide dispersion near field coverage including bars, theatre front fill, under balcony and domestic use.","This high sensitivity enclosure delivers good vocal intelligibility with excellent clarity and imaging detail; attributes not usually present in compact loudspeakers. Dual 5” drivers manufactured to Funktion-One specification have been carefully optimised with the enclosure tuning for use without processing or system equalisation for natural simplicity and high fidelity.  In common with the F81 and F101, out of operating band low frequency protection is incorporated. If additional bass reinforcement is required our smaller bass products including the MB112, MB210LP and  BR115 enclosures make the perfect complement.","https://images.prismic.io/funktion-one/ad2d26d0-1581-41fd-a3ca-efbe17ab6974_F55.png?auto=compress,format&rect=0,39,1450,1450&w=2304&h=600","364071e8-e818-479b-9688-1f358eebb130"
"93ff48c8-0cf5-4214-8327-af01084e7d71",2024-04-02T17:19:08Z,2024-04-02T17:19:08Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","This horn loaded 15'' device delivers punchy, well defined upper-bass and low-mid frequencies. ","Within a Dance Stack®, this impressive component delivers the low-mid speed and kick necessary for fulfilling dance music reproduction. Typically used in combination with DS210 or Evo SH mid-high loudspeakers.","https://images.prismic.io/funktion-one/d0b49990-42c6-495c-bef2-739bf292ae53_Dance+Stack+DS15+Focus.jpg?auto=compress,format&w=2304","1332fc8f-bad8-4c49-a8c4-25660427716c"
"99983526-a02a-4095-ae58-0d19fe07c0ea",2024-04-02T17:19:08Z,2024-04-02T17:19:08Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","Evo 6EL supplements Evo 6E cabinets to provide additional mid bass headroom – especially useful for flown Evo 6E installations.","It shares the same footprint as the Evo 6E, and is attached via the vertical or side M10 mounting points. The joined assembly can then be ground stacked or flown using the appropriate hardware. Pairs well with F121s or F124s to form a complete system.","https://images.prismic.io/funktion-one/c492e8fb-b14f-46b6-9c59-abc35dd08b22_Evo+6EL.png?auto=compress,format&w=2304","19aea7d2-c13e-44d8-9ec6-7f2fb117d8b1"
"9b91473b-3f19-49ed-a3f4-1c20f4efdcad",2024-04-02T17:19:08Z,2024-04-02T17:19:08Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","The double Infrahorn is a waveguide which can be used in conjunction with a pair of Infrabass 218s for applications with extreme low-frequency bass requirements. ","When bolted directly to the front of two Infrabass, the waveguide increases the output of the pair by up to 10dB at 33Hz.  The additional loading provided by the Infrahorn significantly enhances both the efficiency and directivity of the Infrabass. Double Infrahorns can be used singly or stacked above each other in multiples to produce unprecedented low-bass performance. Where space permits, the double Infrahorn represents a cost effective way of maximising Infrabass output, whether it be for use within the club environment or for outdoor arenas.","https://images.prismic.io/funktion-one/0e982fa6-5146-4a01-ae79-4dc36668c334_Infrahorn_Website_Product.png?auto=compress,format&w=2304","96688231-c6de-412a-941e-84c125d7e054"
"9c78c951-e5ad-4f0f-8050-a15bb5c6174e",2024-04-02T17:19:08Z,2024-04-02T17:19:08Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","The patented Infrabass 218 is a bass loudspeaker enclosure covering the octave from 30Hz to 60Hz.  It delivers smooth, deep bass for a powerful sonic experience. ","It's proficiency through the lowest bass octave can be used to extend the bass delivery of any Funktion-One system. The optional Double Infrahorn, can provide significant additional loading for a pair of Infrabass 218s in applications with extreme bass requirements.Typically used with Double Infrahorn, F218, DS15 and DS210 in Dance Stack configurations.","https://images.prismic.io/funktion-one/128ae903-ad26-4d26-85b5-f5935c2d2f1c_Infrabass.png?auto=compress,format&w=2304","4739addc-f7c2-4be1-a11f-4fd00e5221de"
"9cc208b2-3b08-4806-8bac-0a39ad674d32",2024-04-02T17:19:09Z,2024-04-02T17:19:09Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","F88 is a compact yet high output loudspeaker with wide horizontal dispersion, comprising two Funktion-One designed, wide bandwidth 8” drivers with a passive slot tweeter.","Particular attention has been paid to the arrangement of the drive units to optimise coherency. The F88’s 110° dispersion and 99dB sensitivity (from 70Hz to 18kHz) allow it to be used in numerous applications including under balcony, theatre, bar, nightclub, cinema surround sound and integrated AV. The F88 delivers full-range sound and can be given more authority with the addition of Funktion-One bass enclosures - including MB212, F118 or BR118.","https://images.prismic.io/funktion-one/cdaf9e59-8047-42c2-85d6-21b02bd11649_F88.png?auto=compress,format&w=2304","ccbaeb9b-8c02-4182-b6ae-481f1f9cd35c"
